name,park_name,park_link,sq,park_lat,park_long
Котловка,Коробковский сад,https://ru.wikipedia.org//wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%B1%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D0%B0%D0%B4,"28,1",55.6669,37.6039
Котловка,Парк «Сосенки»,https://ru.wikipedia.org//wiki/%D0%A1%D0%BE%D1%81%D0%B5%D0%BD%D0%BA%D0%B8_(%D0%BF%D0%B0%D1%80%D0%BA),"3,5",55.6681,37.6017
Северное Бутово,Бутовский лесопарк,https://ru.wikipedia.org//wiki/%D0%91%D1%83%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BB%D0%B5%D1%81%D0%BE%D0%BF%D0%B0%D1%80%D0%BA,276,55.57,37.53
Тёплый Стан,Теплостанский лесопарк,https://ru.wikipedia.org//wiki/%D0%A2%D0%B5%D0%BF%D0%BB%D0%BE%D1%81%D1%82%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%BB%D0%B5%D1%81%D0%BE%D0%BF%D0%B0%D1%80%D0%BA,280,55.632748,37.496424
Черёмушки,Черёмушки-Знаменское,https://ru.wikipedia.org//wiki/%D0%A7%D0%B5%D1%80%D1%91%D0%BC%D1%83%D1%88%D0%BA%D0%B8-%D0%97%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5,280,55.67698611,37.585355
Ясенево,Битцевский лес,https://ru.wikipedia.org//wiki/%D0%91%D0%B8%D1%82%D1%86%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BB%D0%B5%D1%81,1800,55.63,37.56278
Ясенево,Голубинский лесопарк,https://ru.wikipedia.org//wiki/%D0%93%D0%BE%D0%BB%D1%83%D0%B1%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%BB%D0%B5%D1%81%D0%BE%D0%BF%D0%B0%D1%80%D0%BA,"22,1",55.60833,37.50833
Ясенево,Малое Голубино,https://ru.wikipedia.org//wiki/%D0%9C%D0%B0%D0%BB%D0%BE%D0%B5_%D0%93%D0%BE%D0%BB%D1%83%D0%B1%D0%B8%D0%BD%D0%BE,"9,4",55.60833,37.50833
Ясенево,Парк 30-летия района Ясенево,https://ru.wikipedia.org//wiki/%D0%9F%D0%B0%D1%80%D0%BA_30-%D0%BB%D0%B5%D1%82%D0%B8%D1%8F_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D0%B0_%D0%AF%D1%81%D0%B5%D0%BD%D0%B5%D0%B2%D0%BE,,55.601472,37.55
"Тропарёво-Никулино, Обручевский район",Юго-Западный лесопарк,https://ru.wikipedia.org//wiki/%D0%AE%D0%B3%D0%BE-%D0%97%D0%B0%D0%BF%D0%B0%D0%B4%D0%BD%D1%8B%D0%B9_%D0%BB%D0%B5%D1%81%D0%BE%D0%BF%D0%B0%D1%80%D0%BA_(%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0),102,55.6575,37.5033
Ясенево,Ясеневский лесопарк,https://ru.wikipedia.org//wiki/%D0%AF%D1%81%D0%B5%D0%BD%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BB%D0%B5%D1%81%D0%BE%D0%BF%D0%B0%D1%80%D0%BA,25,55.594799,37.524758
Черёмушки,Парк 70-летия Победы,https://ru.wikipedia.org//wiki/%D0%9F%D0%B0%D1%80%D0%BA_70-%D0%BB%D0%B5%D1%82%D0%B8%D1%8F_%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D1%8B,12,55.6647,37.57
Дорогомилово,Парк Победы,https://ru.wikipedia.org//wiki/%D0%9F%D0%B0%D1%80%D0%BA_%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D1%8B_(%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0),98,55.73167,37.50667
Крылатское,Крылатские холмы,https://ru.wikipedia.org//wiki/%D0%9A%D1%80%D1%8B%D0%BB%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B5_%D1%85%D0%BE%D0%BB%D0%BC%D1%8B,175,55.7606,37.4248
Ново-Переделкино,Чоботовский лес,https://ru.wikipedia.org//wiki/%D0%A7%D0%BE%D0%B1%D0%BE%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BB%D0%B5%D1%81,"40,2",55.6464,37.3617
"Очаково-Матвеевское, Фили-Давыдково",Матвеевский лес,https://ru.wikipedia.org//wiki/%D0%9C%D0%B0%D1%82%D0%B2%D0%B5%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BB%D0%B5%D1%81,100,55.72111,37.48778
Раменки,Парк 50-летия Октября,https://ru.wikipedia.org//wiki/%D0%9F%D0%B0%D1%80%D0%BA_50-%D0%BB%D0%B5%D1%82%D0%B8%D1%8F_%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8F_(%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0),80,55.6830611,37.5033306
Раменки,Воробьёвы горы,https://ru.wikipedia.org//wiki/%D0%92%D0%BE%D1%80%D0%BE%D0%B1%D1%8C%D1%91%D0%B2%D1%8B_%D0%B3%D0%BE%D1%80%D1%8B,106,55.71,37.545
Раменки,Ботанический сад МГУ,https://ru.wikipedia.org//wiki/%D0%91%D0%BE%D1%82%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D0%B0%D0%B4_%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D1%84%D0%B0%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D0%B5%D1%82%D0%B0_%D0%9C%D0%93%D0%A3,,55.7075,37.52722
Тропарёво-Никулино,Парк Школьников,https://ru.wikipedia.org//wiki/%D0%9F%D0%B0%D1%80%D0%BA_%D0%A8%D0%BA%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2,20,55.6689,37.4597
Тропарёво-Никулино,Тропарёвский парк,https://ru.wikipedia.org//wiki/%D0%A2%D1%80%D0%BE%D0%BF%D0%B0%D1%80%D1%91%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B0%D1%80%D0%BA,138,55.64889,37.45944
Тропарёво-Никулино,Парк «Никулино»,https://ru.wikipedia.org//wiki/%D0%9F%D0%B0%D1%80%D0%BA_%C2%AB%D0%9D%D0%B8%D0%BA%D1%83%D0%BB%D0%B8%D0%BD%D0%BE%C2%BB,19,55.6575,37.4794
Проспект Вернадского,Парк Олимпийской деревни,https://ru.wikipedia.org//wiki/%D0%9F%D0%B0%D1%80%D0%BA_%D0%9E%D0%BB%D0%B8%D0%BC%D0%BF%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D0%BD%D0%B8,"53,66",55.6786,37.4767
Филёвский Парк,Филёвский парк,https://ru.wikipedia.org//wiki/%D0%A4%D0%B8%D0%BB%D1%91%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B0%D1%80%D0%BA,280,55.74,37.4619
Куркино,Природный парк «Куркино»,https://ru.wikipedia.org//wiki/%D0%9A%D1%83%D1%80%D0%BA%D0%B8%D0%BD%D0%BE_(%D0%BF%D0%B0%D1%80%D0%BA),"245,5",55.88861,37.37556
Митино,Ландшафтный парк «Митино»,https://ru.wikipedia.org//wiki/%D0%9B%D0%B0%D0%BD%D0%B4%D1%88%D0%B0%D1%84%D1%82%D0%BD%D1%8B%D0%B9_%D0%BF%D0%B0%D1%80%D0%BA_%C2%AB%D0%9C%D0%B8%D1%82%D0%B8%D0%BD%D0%BE%C2%BB,"126,8",55.8353778,37.36915
Митино,Новогорский лесопарк,https://ru.wikipedia.org//wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BB%D0%B5%D1%81%D0%BE%D0%BF%D0%B0%D1%80%D0%BA,58,55.9053,37.3244
"Покровское-Стрешнево, Щукино",Покровское-Стрешнево,https://ru.wikipedia.org//wiki/%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%A1%D1%82%D1%80%D0%B5%D1%88%D0%BD%D0%B5%D0%B2%D0%BE_(%D0%BB%D0%B5%D1%81%D0%BE%D0%BF%D0%B0%D1%80%D0%BA),190,55.8222,37.475
Северное Тушино,Парк «Северное Тушино»,https://ru.wikipedia.org//wiki/%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D0%BE%D0%B5_%D0%A2%D1%83%D1%88%D0%B8%D0%BD%D0%BE_(%D0%BF%D0%B0%D1%80%D0%BA),"53,83",55.8542,37.4539
Хорошёво-Мнёвники,Серебряный Бор,https://ru.wikipedia.org//wiki/%D0%A1%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D1%8F%D0%BD%D1%8B%D0%B9_%D0%91%D0%BE%D1%80,300,55.7803,37.4161
Хорошёво-Мнёвники,Москворецкий дендропарк,https://ru.wikipedia.org//wiki/%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%BE%D1%80%D0%B5%D1%86%D0%BA%D0%B8%D0%B9_%D0%B4%D0%B5%D0%BD%D0%B4%D1%80%D0%BE%D0%BF%D0%B0%D1%80%D0%BA,3,55.7564,37.4642
Южное Тушино,Сходненская чаша,https://ru.wikipedia.org//wiki/%D0%A1%D1%85%D0%BE%D0%B4%D0%BD%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D1%87%D0%B0%D1%88%D0%B0,75,55.84472,37.41139
